text,sentiment,word_count,char_count,avg_word
oh mann da ist super lustig du armer mac age 2 month battery charging garantiefall,neutral,15,82,4.533333333333333
morning michelle hows oatmeal,neutral,4,29,6.5
home marco island missing girl alreadyback work,negative,7,47,5.857142857142857
youre unhappy return occupying city cry,negative,6,39,5.666666666666667
,neutral,1,0,0.0
good ta bit tired co ive wking wkend good hows,neutral,10,46,3.7
bud light massachusetts boston lager guess wont catch next flight njoy,positive,11,70,5.454545454545454
oh man feel sick might contracted cold maybe kid slobber thursday,negative,11,65,5.0
im exactly day man buried followfriday,negative,6,38,5.5
earlyish night tonight im overtime work tomorrow boo working saturday,negative,10,69,6.0
nothing like 10p kickoff bank holiday dig haircut luke next stopselfridges,neutral,11,74,5.818181818181818
remembered still summer project never end,negative,6,41,6.0
good time sadly mean im probably going rain,neutral,8,43,4.5
repinging b pathetic mom best friend hell know talk mom bout everything everythinggg,positive,13,84,5.538461538461538
,neutral,1,0,0.0
sorry everybody apparently twitter isnt sending update,negative,7,54,6.857142857142857
dood theyve locked vimeo wh video,neutral,6,33,4.666666666666667
happy mommy dad mommy watching football yay eagle winninggggg better keep sigh,positive,12,78,5.583333333333333
need find something wear graduation lol cant find anything,neutral,9,58,5.555555555555555
,negative,1,0,0.0
get good download speed one else using connection,positive,8,49,5.25
loool sheridan got swine flu still coming skl tomorrow way hehe,neutral,11,63,4.818181818181818
looking job,neutral,2,11,5.0
tired dinner good churros good,neutral,5,30,5.2
aaaa need work today cannot ever get weekend make want cry,negative,11,58,4.363636363636363
thrilled prom went well,positive,4,23,5.0
thanks went really well im tired though hope spoiled muminlaw,neutral,10,61,5.2
slow day home one kid sick little picture cheered,neutral,9,49,4.555555555555555
morning closed eurjpy 13225 13200 place stop 13055 13155 13225 executed asleep,neutral,12,78,5.583333333333333
diy im dying mg clothes black againsave money,positive,8,45,4.75
,positive,1,0,0.0
mandarich well welcome back dark side,positive,6,37,5.333333333333333
getting one lil gem ear repierced work today definitely dreading,negative,10,64,5.5
aahhh nyc placement started come look like upgrade wait yet another two week placement dreadfully,neutral,15,97,5.533333333333333
2 day till half term,neutral,5,20,3.2
home thats exactly meant home dtown also computer uh brokt,negative,10,58,4.9
excited youre touring fotc idea ill seeing tomorrow,positive,8,51,5.5
,positive,1,0,0.0
,neutral,1,0,0.0
epsilon greater zero miss mommy,negative,5,31,5.4
kind miss first main male tauren shaman named icewater stuck 61 maybe ill fetch one day,negative,16,87,4.5
thanks janis,positive,2,12,5.5
love fly live chat dont like sick,positive,7,33,3.857142857142857
unfair hustlaball u citizen working personal appearance expectation prowler,negative,9,75,7.444444444444445
,positive,1,0,0.0
pretty bummed rain last nite oh well still fun goldfish highly overrated,neutral,12,72,5.083333333333333
found one coworkers st paul actually know talk got laid blow,negative,11,60,4.545454545454546
morning sun shining bird singing time cuppa garden reading tweet,neutral,10,64,5.5
,neutral,1,0,0.0
yeah imagine nice much longer shift,negative,6,35,5.0
holy cow archie andrew finally marries veronica lodgethis thought eventually happen 6th grade awwwbad bad,negative,15,105,6.066666666666666
hope come,positive,2,9,4.0
,neutral,1,0,0.0
addicted sociable,neutral,2,17,8.0
happy mother day 25 minute everyone,positive,6,35,5.0
thanks good morning,positive,3,19,5.666666666666667
calling debby ryan,neutral,3,18,5.333333333333333
knight online come back,neutral,4,23,5.0
relate frustrationi ruined wp blog many time updatesthey warn times'back up',negative,11,76,6.0
iq high come knowledge swim roundnround bowl,neutral,7,44,5.428571428571429
one,neutral,1,3,3.0
wow love headache medicine house,negative,5,32,5.6
hope mom okay,positive,3,13,3.6666666666666665
hermit like stay,neutral,3,16,4.666666666666667
hi hope ray ok please give love hope return soon hope bad,positive,12,57,3.8333333333333335
morning folk light tweeting today hurrah crowd co ive busy friday inside sunshine,positive,13,81,5.3076923076923075
watching nightmare christmas 3 ask care neither halloween christmas time soon,neutral,11,77,6.090909090909091
got email telling could got monday flight sfo cheaper biz class booked tomorrow,negative,13,79,5.153846153846154
actually posted say 2nd 4th nevermind,positive,6,37,5.333333333333333
yep good feeling didnt last back sleeping,positive,7,41,5.0
much lmbo litterally stop lose twitter buddy,neutral,7,44,5.428571428571429
one greatest day ever spent whole day besties celebrated installs friend love oh much 3,positive,15,87,4.866666666666666
according tweetstats tweet hour 10am 3am monday sunday saturday filled tweetage,neutral,11,79,6.2727272727272725
,neutral,1,0,0.0
orgasmic sandwich,positive,2,17,8.0
eating cheeto puff,neutral,3,18,5.333333333333333
happy mother day mom mommy mom qood one lady,positive,9,44,4.0
jealoussee get dallas concert tix herits sold,negative,7,45,5.571428571428571
oh im obviously back stupid sleep schedule luckily church isnt 2 tomorrow,neutral,12,73,5.166666666666667
trying save money ipod touch,neutral,5,28,4.8
aw tear feel special da family haha thanks girl love yal,positive,11,56,4.181818181818182
ermm like full black upper half completley grey,neutral,8,47,5.0
remember show dont remember hiccup,neutral,5,34,6.0
whyyyy hellloooo thanks 4 checkin r thing,neutral,7,41,5.0
editing picture,neutral,2,15,7.0
soooo great loved good live haha poured u though make much better,positive,12,65,4.5
anybody good tip budget lodging tokyo,neutral,6,37,5.333333333333333
archie haha ok glad everythings good happy always woohoo,positive,9,56,5.333333333333333
everyone constantly retweeted would make,neutral,5,40,7.2
,neutral,1,0,0.0
aha well im ashington going back old school sept become northumberland c e academy,neutral,14,82,4.928571428571429
yesterday awesome sunny day best friend good food ton fun could ask,positive,12,67,4.666666666666667
got final table butwent third dont think ill getting free seat,negative,11,62,4.7272727272727275
im tryin boring today cant seem come thing say,negative,9,46,4.222222222222222
oh ew thats bad using certain lip gloss long time tried wear literally making lip burn,negative,16,86,4.4375
aw wheres little asian girl run round pooping pant public miss laughing,negative,12,71,5.0
want sit back relax little difficult,neutral,6,36,5.166666666666667
,negative,1,0,0.0
sleepgood night tweeties oc tomorrow hope pray rachyl get better soon,positive,11,69,5.363636363636363
watched australia last night got say bloody fantastic film added bonus hugh jackman definitely got see movie,positive,17,108,5.411764705882353
thimk working muscle love much,positive,5,30,5.2
omg toooo funny,positive,3,15,4.333333333333333
thanks good friend coming hanging ear know,positive,7,42,5.142857142857143
house dog really sweet,positive,4,22,4.75
greg cried l could got still love greg bgt,positive,9,42,3.7777777777777777
haha poor aby still get sore,negative,6,28,3.8333333333333335
finally finished marketing project took 7 hoursnow hanging relaxing,positive,9,67,6.555555555555555
well hovered button lol sleep well tiff welcome,positive,8,47,5.0
new design portfolio finally web still need tweaking detail ok,neutral,10,62,5.3
oficially back work system running smoothly,positive,6,43,6.333333333333333
thank thank thank everything weekend guy amazing ill see alpine thanks chattin w u 2,positive,15,84,4.666666666666667
way early sunday watching old episode grey,neutral,7,42,5.142857142857143
thank take compliment may,positive,4,25,5.5
youre still welcome door wide enough zimmer frame,neutral,8,49,5.25
ah im sorry played game psp friend tonight returned ago,negative,10,55,4.6
,positive,1,0,0.0
ugh know best mood know allergy meh,negative,7,35,4.142857142857143
wow got killed first wave horde gear fail,neutral,8,41,4.25
,negative,1,0,0.0
one gone husband who going alone might leave box office random name anyone,neutral,13,74,4.769230769230769
,negative,1,0,0.0
wow 2 month since ive twitter supposed go see maat pa james sleepin,positive,13,67,4.230769230769231
unfortunately,negative,1,13,13.0
goony projected garage door friend amazing,positive,6,42,6.166666666666667
im chopped liver,neutral,3,16,4.666666666666667
able watch online hope yeah belinda jensen really good,positive,9,54,5.111111111111111
paramore make want punch baby lol,neutral,6,33,4.666666666666667
feeling lonely need good friend,negative,5,31,5.4
ok shortened url fine please give context 'cool' everyone 'urlautoexpand',neutral,10,73,6.4
yes actually jam twitter traffic yesterday happen dont worry,positive,9,60,5.777777777777778
toaster oven fault im going look like idiot front father,negative,10,56,4.7
ok cristal going tweet talk latejust follow sweetietweethug 4 ya,positive,10,64,5.5
mikeywayday count,neutral,2,17,8.0
way concert freaking awesome,positive,4,28,6.25
lol dork hmm book pretty good maybe check thats 4gb suck 8 isnt much better,negative,15,75,4.066666666666666
love already got plan going queen mary,positive,7,38,4.571428571428571
wrong thanx awesome,positive,3,19,5.666666666666667
happy mother day mother love mom goodnight everyonee,positive,8,52,5.625
eat home made indian food boak x,negative,7,32,3.7142857142857144
seattle totally 4 got golden girl gr8 show,positive,8,42,4.375
im start second one two yeah,neutral,6,28,3.8333333333333335
decided study finger throat making gaging noise hate mf,negative,9,55,5.222222222222222
lazy rain gymtanning possibe work small social gathering around tha corner,neutral,11,74,5.818181818181818
cant make nyc im huh,negative,5,20,3.2
isone84 suck bad,negative,3,16,4.666666666666667
welcome back im stuck jury duty today,neutral,7,37,4.428571428571429
rught brb ipod randomly go co internet break,neutral,8,44,4.625
morning newthope well,positive,3,21,6.333333333333333
upset see carys donna go today miss hugely already yes ok like 3 hour haaawaaaah,negative,15,80,4.4
relaxing busy week tedious saturday,positive,5,35,6.2
cant wait home let sun shine warm frozen bone please,neutral,10,52,4.3
kelly pj day best day,positive,5,21,3.4
thought going another def jam fighting game turned crappy karaoke game miss fighting,negative,13,84,5.538461538461538
morning school ickkk,neutral,3,20,6.0
keep 140 character limitation soon writing like shakespeare garrulous fourthgrade scribe,neutral,11,88,7.090909090909091
werent shelby twp,neutral,3,17,5.0
man french open week havent opportunity catch single match,negative,9,58,5.555555555555555
guy got someone saran wrap tuesday video shall awesome,positive,9,54,5.111111111111111
think piper molar cutting thru nice lil nap girlnow another friday night home w lil one,neutral,16,87,4.5
,negative,1,0,0.0
oh man suck price pay org chart responsible stuff,negative,9,49,4.555555555555555
apparently im meant take dance lesson,neutral,6,37,5.333333333333333
brad fasting favorite person hang 12 5,positive,7,38,4.571428571428571
good one,positive,2,8,3.5
riot go girl,negative,3,12,3.3333333333333335
aww im sad didnt get go going away party stupid work,negative,11,52,3.8181818181818183
want burrito still 30 minute work,neutral,6,33,4.666666666666667
volvicchallenge tesco dropped 14 bottle today prop bank holiday,neutral,9,63,6.111111111111111
leave fraser alone,neutral,3,18,5.333333333333333
meeting karen boy drink dock want drink though like andrea said haha,negative,12,68,4.75
gloomy la sun nice,neutral,4,18,3.75
wonder running son,neutral,3,18,5.333333333333333
twitter kind confusing fun,neutral,4,26,5.75
know right thats weak g1 seems like sk think latonya lamesauce call,negative,12,67,4.666666666666667
look much better short hair,positive,5,27,4.6
tried unstoppable,neutral,2,17,8.0
wish would californiai sad,negative,4,26,5.75
though sound bit boiler,negative,4,23,5.0
watching bolt brother mom,neutral,4,25,5.5
im bummed didnt get tedx ticket,negative,6,31,4.333333333333333
watching alias beginning approximately 117th time,neutral,6,49,7.333333333333333
happened weather,neutral,2,16,7.5
sad thing samsam love sexy crooked body want,neutral,8,44,4.625
yeah know need get back twittering havent felt yes thank god txtin would miss ya,neutral,15,80,4.4
thank,positive,1,5,5.0
rain rain rain go away come back next week im gone via raining lie crazy key,neutral,16,76,3.8125
guess cannot request song though,neutral,5,32,5.6
hm tweetdeck lost old reply,negative,5,27,4.6
dont let sun catch cry oh cool,positive,7,30,3.4285714285714284
rain parade beer fire,neutral,4,21,4.5
turned alarm morning thought saturday rush get ready work def saturday fail,negative,12,75,5.333333333333333
busy busy busy ning day,neutral,5,23,3.8
'jaunty jackalope' boring name 'intrepid ibex' still favorite among,neutral,9,67,6.555555555555555
find chays key going clean room tomorrow theyll pop,neutral,9,51,4.777777777777778
senior done 5 day woohoo going night,positive,7,36,4.285714285714286
said cant wear converse dress,neutral,5,29,5.0
,negative,1,0,0.0
going head shower going friend birthday party,neutral,7,45,5.571428571428571
going bed plan tomorrow hanging around good night people 3,positive,10,58,4.9
bet people ideia standard lovely time pair,neutral,7,42,5.142857142857143
ow shitttt cannot come get drunk ihave go photo shoot portsmouth sumfink owwwwwwwwwwwww,negative,13,87,5.769230769230769
belly ache,negative,2,10,4.5
sadness could hang feel less apathetic,negative,6,38,5.5
school game oh joy totally lookin forward day,positive,8,45,4.75
wish lived atleast relatively close ohio havent seen troy mcloven almost year,negative,12,77,5.5
star trek pure awesome love 3333 great seeing,positive,8,45,4.75
,neutral,1,0,0.0
aw man half term isnt long enough lol,negative,8,37,3.75
last day ko olina north shoreee,neutral,6,31,4.333333333333333
laundry tonight guess admit paved way,positive,6,37,5.333333333333333
meant go play cricket cant get lift im stuck home watching apprentice lovely day am3nid8,negative,15,88,4.933333333333334
saw star trekone word bombtastic go see havent already p love jon cho haha,positive,14,74,4.357142857142857
must admit first saw name posted thought exploit attempt,negative,9,56,5.333333333333333
vote want see gino drag please post picture,neutral,8,43,4.5
worth love free version iphone though,neutral,6,37,5.333333333333333
nope wasnt kidding sometimes think forest gump running year,neutral,9,59,5.666666666666667
oooh thats right zoo think 2 month time could regular meeting place,neutral,12,67,4.666666666666667
fight club 10th anniversary reenacting nice tattoo,positive,7,50,6.285714285714286
still finishing errand trip tomorrow morning airport 6am,neutral,8,56,6.125
3 5 grandbabies today 19 month old twin 3 12 month infant love every minute,positive,15,75,4.066666666666666
office bldg sell move another smaller one lose gym,negative,9,50,4.666666666666667
,neutral,1,0,0.0
get fixed year worth thing,positive,5,26,4.4
late im already bus goin home hell talkin drinkin tea,negative,10,53,4.4
pimms,neutral,1,5,5.0
everyone vote miley cyrus mtv movie award cant doet work im frustraded,negative,12,70,4.916666666666667
sound like episode tv wine library,neutral,6,34,4.833333333333333
last night bad guy tried enter garden alone really got scared feel really stupid funny,negative,15,86,4.8
molly keep punching cuz see yellow car im going covered bruise dont like game,negative,14,77,4.571428571428571
worry going abp right want something,positive,6,36,5.166666666666667
lou27 moved edinburgh glasgow new flat phone line broadband,neutral,9,59,5.666666666666667
need wake earlier im actually tired enough fall asleep,negative,9,54,5.111111111111111
watching french open tennis sad see venus make early exit morning,negative,11,65,5.0
yay thats cool aww would sweet worry though im glad fun,positive,11,55,4.090909090909091
enjoying nice couple dad brother bad never really see anymore,neutral,10,61,5.2
oh hope bad sound,positive,4,17,3.5
go room first time week youre cleaning,neutral,7,38,4.571428571428571
hey thanx following ill follow,positive,5,30,5.2
got ill tomorrow iï¿½ve got birthday,neutral,6,36,5.166666666666667
dont good funeral cry way 2 contagious,negative,7,38,4.571428571428571
missing taylor like crazy cannot wait till he back,negative,9,50,4.666666666666667
luckyand wife love,positive,3,18,5.333333333333333
thats local coffeeshop sold stuff last time im quitting,negative,9,55,5.222222222222222
twitter reunion would awesome meet lol iwonder iget pull,positive,9,56,5.333333333333333
wondering money earnt financial year gone account like 3 grand rest,neutral,11,67,5.181818181818182
math science strongest thinkdo know bout geography like 1 day study 12 year work,neutral,14,80,4.785714285714286
final final semester,neutral,3,20,6.0
start work 2 moro 630 looking forward,neutral,7,37,4.428571428571429
starting look like website may happen form,negative,7,42,5.142857142857143
en route minnebron cell reception notoriously unreliable tweet great day,neutral,10,72,6.3
hate life mo suck,negative,4,17,3.5
going tonight let u partyyyyy,positive,5,29,5.0
really like weather widget imac iphone always predict different weathernot,neutral,10,74,6.5
check twitpic telling people buy album,neutral,6,38,5.5
4th time 1 month im spending time broken airco time sigh great weekend weather,positive,14,78,4.642857142857143
,negative,1,0,0.0
walk school two welt thigh,negative,5,26,4.4
flower grow,neutral,2,11,5.0
best job world yes australia,positive,5,28,4.8
life went get ticket time low sold anyone got spare want sell,neutral,12,61,4.166666666666667
yeah friday work 5am tomorrow oh well going shopping afterwork,neutral,10,62,5.3
love flock ubuntu,positive,3,17,5.0
morning tweeple im bit sneezy today,negative,6,35,5.0
think book gone forever mourn forever,negative,6,37,5.333333333333333
top 2x2924 1x2610 3x2500 1841 two desktop gear come time course,neutral,11,63,4.818181818181818
kl drink,neutral,2,8,3.5
dicei searched 'help' areajust problem people would hotoh well,neutral,9,62,6.0
anyone got jbs live chat vid school saw joe hug tackle nick lol,neutral,13,63,3.923076923076923
kid love dark hair say dye much never know color going yea hahahahaha,positive,13,69,4.384615384615385
wow didnt realize seat far back hope enjoy show enough paid ticket,neutral,12,66,4.583333333333333
someone take care sick,negative,4,22,4.75
im depressed want know kiss,negative,5,27,4.6
never going get picture taken,neutral,5,29,5.0
whats great bout called wonderful love life god sake wateva,positive,10,59,5.0
downloading rightreal speedracher,neutral,3,33,10.333333333333334
home,neutral,1,4,4.0
omg awful 12k wow pyr figured open doorknob one day crushing jaw,negative,12,64,4.416666666666667
hearing surprising news bestfriendwhere si tell whole story,neutral,8,59,6.5
got lot shopping done todayreally excited bout new travel journal going go sleep watching movie cousin,positive,16,102,5.4375
wanted go birthday,positive,3,18,5.333333333333333
,neutral,1,0,0.0
ugh yeeet like week ill keep trying,neutral,7,35,4.142857142857143
,neutral,1,0,0.0
back pub want peroni,neutral,4,20,4.25
hey padsterits dirt track thanks info got 3 mile,positive,9,48,4.444444444444445
somewhere,neutral,1,9,9.0
mk mentalityi think,neutral,3,19,5.666666666666667
outside 1 hour sun bloody hot tan wait monday spend around 2 hour outside,neutral,14,73,4.285714285714286
ty friend yes right daughter daughter forever,positive,7,45,5.571428571428571
missing mother t11 day happy mother day,positive,7,39,4.714285714285714
im dealing cancer direct family bugger cancel suck,negative,8,50,5.375
going church god bless,positive,4,22,4.75
water horse movie totally making want go scotland want water horse lol,neutral,12,70,4.916666666666667
dont worry wont ill send soon land delhi ill let know price little,positive,13,66,4.153846153846154
,neutral,1,0,0.0
,neutral,1,0,0.0
standin forest got maddest photo taken,neutral,6,38,5.5
morning everyone going gig run update later,neutral,7,43,5.285714285714286
called friend bed time acknowledge inevitable goodnight hello sleep,neutral,9,67,6.555555555555555
listening song 'shattered' tynisha keli wwwmyspacecomtynishakeli,neutral,6,64,9.833333333333334
used spare usb flash drive virtual ram pc got 56 gb memory,neutral,12,58,3.9166666666666665
wolverine awesome love great actor,positive,5,34,6.0
,neutral,1,0,0.0
really hope see tweet sent much swear tour philippine please prays,positive,11,66,5.090909090909091
delay midnight bloody thomson,negative,4,29,6.5
tired bored watching movie im home alone,negative,7,40,4.857142857142857
r tonight broi want go,neutral,5,22,3.6
currently 52ï¿½ msla cloud sky humidity going get 80 today imworking,negative,11,68,5.2727272727272725
bed nowmy family wonderful day planned today happy mother day,positive,10,61,5.2
way santa monica,neutral,3,16,4.666666666666667
grew fat today gss hxc saw full house chanel jc pedder red ferragamo great economic downturn,positive,16,92,4.8125
really come ireland time love 3,positive,6,31,4.333333333333333
got bunch present mail mama excited open birthday 3 day,positive,10,55,4.6
,positive,1,0,0.0
suck,negative,1,4,4.0
want bittersweet lol,neutral,3,20,6.0
fun summer,positive,2,10,4.5
hate going work night im micro least get work,negative,9,45,4.111111111111111
yay get extra ï¿½300 hmm anyway im going partying hard get,positive,11,58,4.363636363636363
,negative,1,0,0.0
traveling la today see grandpa hospitalyet another road block cross fro family,negative,12,78,5.583333333333333
b youre leeds one,neutral,4,17,3.5
look night,neutral,2,10,4.5
omg poor eppy hope ok scary wow cant believe one noticed,neutral,11,56,4.181818181818182
finished taking world geograhy final think bad,negative,7,46,5.714285714285714
thank jonas,positive,2,11,5.0
really sweetest person ever thanks making everyones dream come trueps dream 2twitter back x,positive,14,91,5.571428571428571
thanks remembering,positive,2,18,8.5
im going ask waldi hope make new keyword,positive,8,40,4.125
took long napi feel like still asleep,neutral,7,37,4.428571428571429
wish could find camera really want record,positive,7,41,5.0
bayliss naww go mega scotter,neutral,5,28,4.8
headache already boo,negative,3,20,6.0
writing song,neutral,2,12,5.5
enjoying 'gears war' pc game really gooooood,positive,7,44,5.428571428571429
best day ever met greatest 10 year old never see ahh ill miss saw 1 hour xd sad,neutral,18,79,3.4444444444444446
see nova monday ticket 8,neutral,5,24,4.0
hooray avatar back wil go put gardener zone,neutral,8,43,4.5
yu th trang nï¿½y xem recommended,neutral,6,33,4.666666666666667
youre big man embracing tear,positive,5,28,4.8
oh man sick night feel awful,negative,6,28,3.8333333333333335
hate weather want bake,negative,4,22,4.75
,neutral,1,0,0.0
oh hate rain septum leaving dog,negative,6,31,4.333333333333333
listening weightless time low thanks making listening,positive,7,53,6.714285714285714
woofer knew,neutral,2,11,5.0
twitter acting weird,negative,3,20,6.0
dang ran bunny way home feel bad compassion animal human,negative,10,56,4.7
got lot work knocked project there one feature refuse work right cant release next version,neutral,15,90,5.066666666666666
haha wish 1 filling broke 1 cavitie need get fixed,neutral,10,50,4.1
hope tunnel wide enough get way,neutral,6,31,4.333333333333333
hey guy ask item guy put talent show big fan whoo,positive,11,49,3.5454545454545454
watchin grease 2 waiting 9 hurry come talk girl ugh seems far away,negative,13,66,4.153846153846154
got peanut butter beard felt weird axe body wash burnt eye theyre okay,negative,13,70,4.461538461538462
tried go back police blocked whole neighborhood theyre evacuating building,neutral,10,74,6.5
awwwwwww two cutest god love hair,positive,6,33,4.666666666666667
,positive,1,0,0.0
jus found id finally lint thingy dryer lol bent outta shape mad,negative,12,63,4.333333333333333
auntie diane win quote day 'and he incredible hulk',positive,9,51,4.777777777777778
ohhh ok like frustrating hand 3g iphone last week upgraded couldnt unlock,negative,12,73,5.166666666666667
yay well move sorry dh grr,negative,6,26,3.5
baking win thanks,positive,3,17,5.0
hate revision,negative,2,13,6.0
emo moment many tear love family sorors,positive,7,39,4.714285714285714
mmmm shower,neutral,2,11,5.0
yay get ride tow truck cool,neutral,6,27,3.6666666666666665
,positive,1,0,0.0
ben jerryyummmmy,positive,2,16,7.5
want dog cat something want something unconditonally love materialistic family memeber,positive,11,86,6.909090909090909
eating breakfast drinking coffe strong coffe,neutral,6,44,6.5
lara thank much 4 ff recommend,positive,6,30,4.166666666666667
iï¿½m boring bad weather today watchingn alias fun boyfriend,negative,9,60,5.777777777777778
macbook run linux parallel imac use vmware fusion great especially 'unity'mode,positive,11,78,6.181818181818182
,neutral,1,0,0.0
picture tell surrounded adorable child hehe,positive,6,43,6.333333333333333
arrive tomorrow morning 7 early,neutral,5,31,5.4
ofoz cool catch laterz,positive,4,22,4.75
haha either like always loved hilary girl id turn haha,positive,10,54,4.5
understand whats got im nice girl,neutral,6,33,4.666666666666667
longer biz together one thing survived marriage good inlaws though,neutral,10,66,5.7
make feel better lost 10 overnight posted picture baby,positive,9,54,5.111111111111111
welcome,positive,1,7,7.0
happy mother day janey even though know mommy,positive,8,45,4.75
sorry didnt go jesus wasnt feeling know cant see best bud well movie anyways,negative,14,76,4.5
happens swine flu get u,neutral,5,23,3.8
cant tell thrilled nosebleed first time age overjoyed doesnt cover urgh,negative,11,71,5.545454545454546
,negative,1,0,0.0
blerg monday must always come decent weekend new glass hair color got carded gamestop awesome ego boost,neutral,17,103,5.117647058823529
im proud dr house detoxing amber hallucination evil,positive,8,51,5.5
thats shame really,negative,3,18,5.333333333333333
listening best day life kellie pickler,positive,6,38,5.5
want wish mom happy mother day hope youre treated like queen,positive,11,60,4.545454545454546
fun daisy mexican fiesta,neutral,4,24,5.25
thanks follow,positive,2,13,6.0
hate hiccup,negative,2,11,5.0
skyping family,neutral,2,14,6.5
work suck big time,negative,4,18,3.75
prom awesome,positive,2,12,5.5
meanie one time go lux,neutral,5,22,3.6
,neutral,1,0,0.0
make sure watch hd,neutral,4,18,3.75
friend come give massage cant sleep,neutral,6,35,5.0
wockeez want go wont im sure show great,positive,8,39,4.0
got messgae work text saver like money credit sad wat xoxo,negative,11,58,4.363636363636363
raining boo,neutral,2,11,5.0
way st martin vacation week,neutral,5,27,4.6
note self never ever leave macbook pro stupid icurve fell,negative,10,57,4.8
bag look stylish congrats,positive,4,25,5.5
pulling article,neutral,2,15,7.0
dad told want put sale craigslist,negative,6,33,4.666666666666667
,positive,1,0,0.0
dfizzy ever read uh got one question would ever date fan lmao,neutral,12,61,4.166666666666667
ive organised day indulgence luxury pamper day finger crossed like surprise,positive,11,75,5.909090909090909
lying,neutral,1,5,5.0
,neutral,1,0,0.0
miss phone,negative,2,10,4.5
chicago 820 landed xoxo,neutral,4,23,5.0
im jealous let slip baby sure could even half right,negative,10,51,4.2
william shatner version rocket man head 3 day distracting,negative,9,57,5.444444444444445
great thank,positive,2,11,5.0
cant carrier anymore,neutral,3,20,6.0
weekend time get back work,neutral,5,26,4.4
good morning folk 13 day go sadly 2 day giro mean tour far away,negative,14,63,3.5714285714285716
caruso took polish nail finger door handle murdered earlier well pretty,negative,11,71,5.545454545454546
im emailing best friend deanna yahoo account emailing fun 3,positive,10,59,5.0
im thinking dawn shot carlingford lough sun right place time year involves early rise though,neutral,15,92,5.2
,neutral,1,0,0.0
fairly upset fact twitterbgt session commence without sam,negative,8,57,6.25
,neutral,1,0,0.0
look like im tea duty day,neutral,6,25,3.3333333333333335
great hoping run 40mins ended 3907 woo hoo got love c25k,positive,11,56,4.181818181818182
waiting mom get home,neutral,4,20,4.25
,negative,1,0,0.0
stupid twitter im faceless,negative,4,26,5.75
babi pangang friend tomorrow working time,neutral,6,41,6.0
well let blessed together yes feel better would sick though little spared,positive,12,73,5.166666666666667
ok thats subtly saying im longer fave temme 1 thing firangs steal vocab eating word,neutral,15,83,4.6
yeah always changing hair color high school ive pretty much worn everything lol good baaaaaaaad,neutral,15,95,5.4
offically dc missing numero uno,negative,5,31,5.4
arent randoms love star war day didnt realise cant believe almost,neutral,11,65,5.0
brad oh cuz id like use whole heap bitchy girl knoww,neutral,11,52,3.8181818181818183
brother planning moving vietnam staying forever,neutral,6,47,7.0
want new moon ahh going crazy,negative,6,29,4.0
hot hate summer harrymcflytosing,negative,4,32,7.25
work drunk golfer exciting wasnt bad sir,positive,7,40,4.857142857142857
hahaha really im trying figure last time fb looking friend page,neutral,11,63,4.818181818181818
addicting kind curse night time everytime one feel like making music afterwards,negative,12,79,5.666666666666667
ouch acid reflux hurt,negative,4,21,4.5
retarded thing someone could 16th know like retarded 8,neutral,9,54,5.111111111111111
wish wasnt bank holiday could radio afternoon least another week come idea,neutral,12,74,5.25
definitely appreciate simple thing make day,positive,6,43,6.333333333333333
version compatible vista,neutral,3,24,7.333333333333333
try read paul mckenna book make thin good advice bad traditional 'diets',neutral,12,72,5.083333333333333
yeah trying send message also trying put pic happening approve summit,negative,11,69,5.363636363636363
love music much ive gone pain play side finger peeling blister playing much,negative,13,75,4.846153846153846
ugh migraine,negative,2,12,5.5
happy mother day breakfast fam 33,positive,6,33,4.666666666666667
oh doesnt sound good better get checked,negative,7,39,4.714285714285714
bestfriends mia wat,neutral,3,19,5.666666666666667
wooo recovering running race life yest managed 36 min 44secs bad absolutley trianing,positive,13,84,5.538461538461538
checked dels new blogsite yahoo excited bring go del,positive,9,52,4.888888888888889
dmv uhhhg,neutral,2,9,4.0
would idea haha,neutral,3,15,4.333333333333333
prettymess missed free shot,neutral,4,27,6.0
hope great weekend say hi fam,positive,6,29,4.0
,neutral,1,0,0.0
apple keyboard really cool want one used doctor,positive,8,47,5.0
happy mother day mom twitterland,positive,5,32,5.6
one hour till go home commence pouting bahama trip,neutral,9,50,4.666666666666667
thxx bathroom said,positive,3,18,5.333333333333333
well daughter 20 nowthat said miss daysthey go sooo fast,negative,10,56,4.7
bbq great relaxing around house want leave city tomorrow got clean house get back,positive,14,81,4.857142857142857
smile everything worked,positive,3,23,7.0
everythings sooo messed life suck,negative,5,33,5.8
ive got sunburn arm better news new guitar hero metallica game came beyond happy,positive,14,80,4.785714285714286
whenever whever sarah dc summer sure,neutral,6,36,5.166666666666667
working late yet fun hearing colleague funny song list,neutral,9,54,5.111111111111111
sleeping interupted jackhammer 9am universe say get intil 3am thougth id sleeping,negative,12,81,5.833333333333333
ken wilber realistic expectation integral wisdom interesting dont mind video quality,positive,11,84,6.7272727272727275
back athens,neutral,2,11,5.0
perfect moment broke one tile floor hallway dont find perfect,neutral,10,61,5.2
hmmmmï¿½being home isnt great,positive,4,29,6.5
tactical mistake going city library buying milk knew ouch ouch ouch maybe good thing didnt try uni,neutral,17,98,4.823529411764706
week delivery oz awesome product awesome price parcel today made day,positive,11,68,5.2727272727272725
hardly furniture shipped know backordered may cancel shop local,negative,9,63,6.111111111111111
